teks_bersih,target_banjir,target_kpr,target_shm
"Dijual cepat rumah di cluster premium Palm Spring, Jakarta Garden City (JGC), Cakung. Lingkungan asri, eksklusif, dan siap huni! Cocok untuk keluarga besar yang mencari kenyamanan di Jakarta Timur. (028) Spesifikasi Detail: Luas Tanah: 220 m2 (10x22m2) Luas Bangunan: 240 m2 Kamar Tidur: 4 + 1 Kamar Mandi: 3 + 1 Hadap: Selatan Legalitas: SHM (Sudah Lunas) Kondisi: Terawat, siap huni. Keunggulan yang tersedia di kawasan : - Bebas banjir - Lingkungan yang asri dan hijau - Akses mudah ke Metland Menteng, Bekasi & Harapan Indah, Kelapa Gading - Dikelilingi komplek Perumahan Mewah - 5 menit ke gerbang tol JORR Cakung Timur - Dekat KRL Cakung dan Stasiun MRT Fase 3 Cakung - 8 menit ke stasiun Kranji dan stasiun Cakung - ada halte transjakarta depan perumahan - Fasilitas sekitar kawasan dekat dengan AEON, IKEA, Sekolah Global Mandiri, Food Garden, Modern Market, Rumah Sakit Mayapada (on progress), SIS (Singapore International School), Sekolah Global Mandiri, John Paul's & St. Yoseph, Mcdonald, Mie Gacoan, MCD, Sambal Bakar, Pizza Hut, A&W, Richeese, Padang Sederhana, SPBU BP & Shell, B-Quick, Children Playground, Mini Forest, Taman Semut, Solaria (soon), Kampung Kecil, Hachi Grill (Soon) dll. Harga: Rp 4,5 Miliar (Masih Bisa Nego!) Siapa cepat dia dapat! Jarang ada unit ukuran 10x22 dengan harga kompetitif di Palm Spring. Segera jadwalkan survei sebelum terjual! Telp/WA : Nancy, 0812xxxxxxxx -d 14 Rumah Premier Komplek Perumahan Bisa Nego Siap Huni Bebas Banjir Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Sekolah Dekat Fasilitas Kesehatan Dekat Landmark Rp 4,5 Miliar Rp 22 Jutaan (Tenor 20 Tahun) Rp 28 Jutaan (Tenor 15 Tahun) Bu! Jual Murah Rumah Lebar 10 di Cluster Palm Spring, Jgc, Cakung 028 Cakung, Jakarta Timur Dijual cepat rumah di cluster premium Palm Spring, Jakarta Garden City (JGC), Cakung. Lingkungan asri, eksklusif, dan siap huni! Cocok untuk keluar... 4 + 1 3 + 1 1 + 2 LT: 240 m² LB: 200 m² oleh Nancy gunawan gunawan",1,1,1
"Project: Metland Mneteng Kondisi rumah baru Luas tanah 105 m2 Luas bangunan 108 m2 3 kamar tidur, 2 kamar mandi Rumah mewah ini berada di area Cakung, Jakarta Timur Rumah elit di Jakarta ini juga memiliki fasilitas lengkap dan lokasi yang strategis Rasakan kesejukan dari hutan kota seluas 10.000 m² Lokasi sangat strategis: - 7 menit ke AEON Mall Jakarta Garden City JGC - 7 menit ke IKEA Jakarta Garden City - 10 menit ke LULU Hypermarket - 15 menit ke Pasar Modern Harapan Indah Selangkah ke TOL JORR via Cakung Barat dan Timur, TOL layang dalam kota ruas Kelapa Gading - Pulo Gebang Coming Soon MRT Fase 3 Stasiun Ujung Menteng tepat di depan Gerbang 1 Metland Menteng! rumah mewah jakarta rumah mewah jakarta 2 lantai rumah premium jakarta cluster jakarta 11 Rumah Premier Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Landmark Rp 3,4 Miliar Rp 16 Jutaan (Tenor 20 Tahun) Rp 21 Jutaan (Tenor 15 Tahun) Jual Rumah Baru Mewah Premium 2 Lantai Banyak Dicari Lokasi Strategis Jakarta Garden City, Jakarta Timur Project: Metland Mneteng Kondisi rumah baru Luas tanah 105 m2 Luas bangunan 108 m2 3 kamar tidur, 2 kamar mandi Rumah mewah ini berada di area Ca... 3 2 2 + 2 LT: 105 m² LB: 108 m² oleh Anton",0,1,0
"Project: Metland Mneteng Kondisi rumah baru Luas tanah 105 m2 Luas bangunan 108 m2 3 kamar tidur, 2 kamar mandi Rumah mewah ini berada di area Cakung, Jakarta Timur Rumah elit di Jakarta ini juga memiliki fasilitas lengkap dan lokasi yang strategis Rasakan kesejukan dari hutan kota seluas 10.000 m² Lokasi sangat strategis: - 7 menit ke AEON Mall Jakarta Garden City JGC - 7 menit ke IKEA Jakarta Garden City - 10 menit ke LULU Hypermarket - 15 menit ke Pasar Modern Harapan Indah Selangkah ke TOL JORR via Cakung Barat dan Timur, TOL layang dalam kota ruas Kelapa Gading - Pulo Gebang Coming Soon MRT Fase 3 Stasiun Ujung Menteng tepat di depan Gerbang 1 Metland Menteng! rumah mewah jakarta rumah mewah jakarta 2 lantai rumah premium jakarta cluster jakarta 11 Rumah Premier Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Landmark Rp 3,4 Miliar Rp 16 Jutaan (Tenor 20 Tahun) Rp 21 Jutaan (Tenor 15 Tahun) Rumah Bagus Baru Dijual 3 Bedroom Lokasi Strategis Premium Rawamangun, Jakarta Timur Project: Metland Mneteng Kondisi rumah baru Luas tanah 105 m2 Luas bangunan 108 m2 3 kamar tidur, 2 kamar mandi Rumah mewah ini berada di area Ca... 3 2 2 + 2 LT: 105 m² LB: 108 m² oleh Anton",0,1,0
"Project: Metland Mneteng Kondisi rumah baru Luas tanah 105 m2 Luas bangunan 108 m2 3 kamar tidur, 2 kamar mandi Rumah mewah ini berada di area Cakung, Jakarta Timur Rumah elit di Jakarta ini juga memiliki fasilitas lengkap dan lokasi yang strategis Rasakan kesejukan dari hutan kota seluas 10.000 m² Lokasi sangat strategis: - 7 menit ke AEON Mall Jakarta Garden City JGC - 7 menit ke IKEA Jakarta Garden City - 10 menit ke LULU Hypermarket - 15 menit ke Pasar Modern Harapan Indah Selangkah ke TOL JORR via Cakung Barat dan Timur, TOL layang dalam kota ruas Kelapa Gading - Pulo Gebang Coming Soon MRT Fase 3 Stasiun Ujung Menteng tepat di depan Gerbang 1 Metland Menteng! rumah mewah jakarta rumah mewah jakarta 2 lantai rumah premium jakarta cluster jakarta 12 Rumah Premier Komplek Perumahan Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Landmark Rp 3,4 Miliar Rp 16 Jutaan (Tenor 20 Tahun) Rp 21 Jutaan (Tenor 15 Tahun) New Condition Rumah Modern 2 Lantai Bagus Nyaman di Dalam Cluster Pondok Kelapa, Jakarta Timur Project: Metland Mneteng Kondisi rumah baru Luas tanah 105 m2 Luas bangunan 108 m2 3 kamar tidur, 2 kamar mandi Rumah mewah ini berada di area Ca... 3 2 2 + 2 LT: 105 m² LB: 108 m² oleh Anton",0,1,0
"Project: Kota Wisata Ecovia Rumah baru dijual di Kota Wisata, Cibubur Kondisi rumah baru Luas tanah 98 m2 Luas bangunan 122 m2 4+1 kamar tidur, 3+1 kamar mandi Carport 2 mobil Lokasi sangat strategis! - 1 menit ke Mall Living World Cibubur - 3 menit ke Eka Hospital Cibubur - 4 menit ke Gerbang Tol Narogong - 8 menit ke Gerbang Tol Jatikarya 2 - 14 menit ke Stasiun LRT Harjamukti - 6 menit ke Sekolah Penabur Cibubur - 7 menit ke Bakti Mulya 400 Cibubur - 7 menit ke Metropolitan Mall Cileungsi Cluster terbaru di Kota Wisata Cibubur. 16 Rumah Premier Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Sekolah Dekat Landmark Rp 2,7 Miliar Rp 13 Jutaan (Tenor 20 Tahun) Rp 17 Jutaan (Tenor 15 Tahun) Rumah 2 Lantai dengan 5 Kamar di Kota Wisata Cibubur Kondisi Baru Cibubur, Jakarta Timur Project: Kota Wisata Ecovia Rumah baru dijual di Kota Wisata, Cibubur Kondisi rumah baru Luas tanah 98 m2 Luas bangunan 122 m2 4+1 kamar tidur, 3... 5 4 2 + 2 LT: 98 m² LB: 122 m² oleh Ribka",0,1,0
"Rumah di Cipayung. Miliki rumah 2 lantai yang nyaman ini, dijual dengan pemandangan asri yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di wilayah strategis serta menghadirkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian strategis. Spesifikasi Utama Properti: - Kamar Tidur: 6 - Kamar Mandi: 4 - Sertifikat: SHM - Sertifikat Hak Milik - Daya Listrik: 5500 W Fitur unggulan: - Bebas Banjir. - Siap Huni. - Lokasi di Pusat Kota. - Adem & Sejuk. - Lingkungan Tenang dan Damai. - Cocok Untuk Investasi. - Cocok Untuk Dijual Kembali. - Aset Kepemilikan Pribadi (Tangan Pertama). - Properti Bisa Nego. - Akses Jalan Muat 2 Mobil. - Lokasi Strategis. - Lokasi Bebas Banjir. Terletak di Cipayung, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik. Dengan harga Rp. 10.000.000.xxx, anda bisa memiliki hunian premium yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Ambil kesempatan untuk menikmati pengalaman tinggal di kawasan Cipayung yang nyaman ini! 17 Rumah Premier Bisa Nego Siap Huni Bebas Banjir Rp 7,5 Miliar Rp 36 Jutaan (Tenor 20 Tahun) Rp 47 Jutaan (Tenor 15 Tahun) Rumah Nyaman Lokasi Strategis di Perumahan Kowilhan, Bambu Apus, Cipayung, Jakarta Timur Cipayung, Jakarta Timur Rumah di Cipayung. Miliki rumah 2 lantai yang nyaman ini, dijual dengan pemandangan asri yang menambah nilai estetika di lingkungan hunian. Rumah... 6 4 LT: 553 m² LB: 600 m² oleh Barajiwa Patria Pemilik Properti",1,1,1
"Rumah Baru Essence JGC, Cakung, Jakarta Timur siap huni bisa KPR Area depan JGC diskon 20% free PPN Luas Tanah 6x14 = 84 m2 Luas Bangunan = 96 m2 2 lantai Kamar Mandi = 3 Kamar Tidur = 3 Row jalan luas Listrik 3500 Watt air PAM Rumah standar di 1,95 Milyar Free PPN Diskon 20% Rumah Attic 3 lantai starting 2,15Milyar Free Ppn , diskon 20% bisa CASH atau KPR 11 Rumah Premier Subsidi Siap Huni Dekat Akses Transportasi Rp 1,68 Miliar Rp 8 Jutaan (Tenor 20 Tahun) Rp 10 Jutaan (Tenor 15 Tahun) Hanya 1 Unit Promo Rumah Àttic Essence Cluster Yarra Jgc Jual Murah bisa KPR Cakung, Jakarta Timur Rumah Baru Essence JGC, Cakung, Jakarta Timur siap huni bisa KPR Area depan JGC diskon 20% free PPN Luas Tanah 6x14 = 84 m2 Luas Bangunan = ... 3 + 1 3 + 1 2 LT: 84 m² LB: 96 m² oleh Miranda",0,1,0
"Perumahan The Bamboo Cipayung Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi. SHM LT 322 LB 150 2 Lantai 4 Kamar Tidur 1 Kamar Pembantu 3 Kamar Mandi Listrik 5500 VA Sumber Air Tanah Hadap Selatan Fasilitas Sekitar Hunian: 2 Menit ke SDN Bambu Apus 02 Pagi 2 Menit ke SDN Bambu Apus 01 3 Menit ke SDN Bambu Apus 03 Pagi 5 Menit ke SDN Ceger 02 Pagi 4 Menit ke SDIT Auladina Madani 4 Menit ke SMP Citra Dharma Jakarta 3 Menit ke SMP Yamisa 4 Menit ke SMPN 160 Jakarta 5 Menit ke SMPN 180 Jakarta 5 Menit ke SMPN 222 Jakarta 3 Menit ke SMA Negeri Unggulan M.H. Thamrin 3 Menit ke SMA SANTIKA 8 Menit ke SMA Negeri 64 Jakarta Timur 8 Menit ke SMK Prestasi Prima 9 Menit ke SMA PGRI 4 JAKARTA 6 Menit ke The Amboja 9 Menit ke Green Terrace TMII 14 Menit ke Tamini Square 14 Menit ke Mall Cijantung 18 Menit ke Lippo Plaza Kramat Jati 18 Menit ke Pasar Jaya Cijantung 16 Menit ke Pasar Munjul 19 Menit ke Pasar Pondok Gede 5 Menit ke Rumah Sakit Adhyaksa Jakarta 6 Menit ke RSUD Cipayung 13 Menit ke RUMAH SAKIT ASSHOMADIYAH 15 Menit ke Rumah Sakit UIN Syarif Hidayatullah Jakarta 2 Menit ke Puskesmas Kelurahan Ceger 7 Menit ke Puskesmas Kecamatan Cipayung 6 Menit ke Puskesmas Setu 6 Menit ke PUSKESMAS KELURAHAN BAMBU APUS 1 5 Menit ke GT Tol Bambu Apus 1 5 Menit ke GT Tol Bambu Apus 2 27 Menit ke Gerbang Tol Utama Pasar Rebo 6 Menit ke GT Tol Setu 11 Menit ke Gerbang Tol Dukuh 2 11 Menit ke Terminal Kampung Rambutan 80 Rumah Premier Siap Huni Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Sekolah Dekat Fasilitas Kesehatan Dekat Tempat Wisata Rp 4,98 Miliar Rp 24 Jutaan (Tenor 20 Tahun) Rp 31 Jutaan (Tenor 15 Tahun) Rumah Luas 2 Lantai 5 Menit ke Pintu Tol Bambu Apus 1 Siap KPR J40459 Cipayung, Jakarta Timur Perumahan The Bamboo Cipayung Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transp... 4 + 1 3 LT: 322 m² LB: 150 m² oleh Mutia - Rumah Minimalis Siap Huni",0,1,1
"Project: Bukit Podomoro Jakarta Kondisi rumah baru Luas tanah 105 m2 Luas bangunan 180 m2 5 kamar tidur, 5 kamar mandi Rumah mewah ini berada di tengah Jakarta Timur Bebas banjir Rumah elit di Jakarta ini juga memiliki fasilitas bintang lima yang tidak dimiliki perumahan atau cluster lainnya Lokasi sangat strategis: - 10 menit ke RS Antam Medika - 10 menit ke RSUP Persahabatan - 10 menit ke Jakarta International Velodrome - 15 menit ke Universitas Negeri Jakarta - 1 menit ke Stasiun Buaran rumah mewah jakarta rumah mewah jakarta 3 lantai rumah premium jakarta cluster jakarta rumah siap huni mewah di jakarta 28 Rumah Premier Siap Huni Bebas Banjir Dekat Akses Transportasi Dekat Sekolah Dekat Fasilitas Kesehatan Rp 5,4 Miliar Rp 26 Jutaan (Tenor 20 Tahun) Rp 33 Jutaan (Tenor 15 Tahun) Dijual Rumah Baru Nan Modern 3 Lantai di Jaktim Dekat Sekolah dan Akses Strategis Cipayung, Jakarta Timur Project: Bukit Podomoro Jakarta Kondisi rumah baru Luas tanah 105 m2 Luas bangunan 180 m2 5 kamar tidur, 5 kamar mandi Rumah mewah ini berada di ... 5 5 2 + 2 LT: 105 m² LB: 180 m² oleh Putra",1,1,0
"Project: Metland Mneteng Kondisi rumah baru Luas tanah 105 m2 Luas bangunan 108 m2 3 kamar tidur, 2 kamar mandi Rumah mewah ini berada di area Cakung, Jakarta Timur Rumah elit di Jakarta ini juga memiliki fasilitas lengkap dan lokasi yang strategis Rasakan kesejukan dari hutan kota seluas 10.000 m² Lokasi sangat strategis: - 7 menit ke AEON Mall Jakarta Garden City JGC - 7 menit ke IKEA Jakarta Garden City - 10 menit ke LULU Hypermarket - 15 menit ke Pasar Modern Harapan Indah Selangkah ke TOL JORR via Cakung Barat dan Timur, TOL layang dalam kota ruas Kelapa Gading - Pulo Gebang Coming Soon MRT Fase 3 Stasiun Ujung Menteng tepat di depan Gerbang 1 Metland Menteng! rumah mewah jakarta rumah mewah jakarta 2 lantai rumah premium jakarta cluster jakarta 11 Rumah Premier Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Landmark Rp 3,4 Miliar Rp 16 Jutaan (Tenor 20 Tahun) Rp 21 Jutaan (Tenor 15 Tahun) Hunian Nyaman Mewah Dijual di Metland Menteng Cakung Jakarta Timur 4 BR Cakung, Jakarta Timur Project: Metland Mneteng Kondisi rumah baru Luas tanah 105 m2 Luas bangunan 108 m2 3 kamar tidur, 2 kamar mandi Rumah mewah ini berada di area Ca... 3 2 2 + 2 LT: 105 m² LB: 108 m² oleh Anton",0,1,0
"Perumahan The Ranch Avenue Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi. SHM LT 90 LB 90 1 Lantai 3 Kamar Tidur 2 Kamar Mandi Listrik 1300 VA Sumber Air Tanah Hadap Tenggara Fasilitas Sekitar Hunian: 2 Menit ke SDN 4 Cikeas Udik 8 Menit ke SDN 2 Cikeas Udik 11 Menit ke SDN 1 Cikeas Udik 8 Menit ke SDIT AL FIRDAUS 8 Menit ke SMP Islam Al - Azhar Syifa Budi 12 Menit ke SMPN 2 Gunung Putri 13 Menit ke SMP PENUAI 13 Menit ke SMP-MI Nurul Azman 15 Menit ke SMPN 28 Bekasi 7 Menit ke SMA TARUNA YATIM NUSANTARA 9 Menit ke SMA YAPISA 17 Menit ke SMAN 7 Depok 13 Menit ke SMAN 1 Cileungsi 13 Menit ke SMA Yadika 11 Jatirangga 9 Menit ke Mal Ciputra Cibubur 13 Menit ke Plasa Cibubur 17 Menit ke Trans Studio Mall Cibubur 16 Menit ke Living World Kota Wisata Cibubur 18 Menit ke Pasar Cileungsi 18 Menit ke Pasar Kranggan 16 Menit ke Fresh Market Kota Wisata 16 Menit ke Mitra Keluarga Cibubur 11 Menit ke Eka Hospital Cibubur 10 Menit ke UPTD Puskesmas Jatikarya 11 Menit ke Puskesmas Gunung Putri 15 Menit ke Puskesmas Cileungsi 12 Menit ke Puskesmas Ciangsana 21 Menit ke Gerbang Tol Nagrak Kota Wisata 11 Menit ke Gerbang Tol Jatikarya 2 21 Menit ke Gerbang Tol Jatikarya Utama 22 Menit ke Gerbang Tol Jatikarya 1 14 Menit ke Terminal Leuwinanggung 17 Menit ke Terminal Cileungsi 23 Rumah Premier Siap Huni Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Sekolah Dekat Fasilitas Kesehatan Dekat Landmark Rp 1,11 Miliar Rp 5 Jutaan (Tenor 20 Tahun) Rp 6 Jutaan (Tenor 15 Tahun) Rumah LT 90 Minimalis 11 Menit ke Eka Hospital Cibubur Siap Huni J40422 Cibubur, Jakarta Timur Perumahan The Ranch Avenue Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transpo... 3 2 LT: 90 m² LB: 90 m² oleh Debby Alvionita Hutagaol",0,1,1
"Perumahan The Bamboo Cipayung Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi. SHM LT 322 LB 150 2 Lantai 4 Kamar Tidur 1 Kamar Pembantu 3 Kamar Mandi Listrik 5500 VA Sumber Air Tanah Hadap Selatan Fasilitas Sekitar Hunian: 2 Menit ke SDN Bambu Apus 02 Pagi 2 Menit ke SDN Bambu Apus 01 3 Menit ke SDN Bambu Apus 03 Pagi 5 Menit ke SDN Ceger 02 Pagi 4 Menit ke SDIT Auladina Madani 4 Menit ke SMP Citra Dharma Jakarta 3 Menit ke SMP Yamisa 4 Menit ke SMPN 160 Jakarta 5 Menit ke SMPN 180 Jakarta 5 Menit ke SMPN 222 Jakarta 3 Menit ke SMA Negeri Unggulan M.H. Thamrin 3 Menit ke SMA SANTIKA 8 Menit ke SMA Negeri 64 Jakarta Timur 8 Menit ke SMK Prestasi Prima 9 Menit ke SMA PGRI 4 JAKARTA 6 Menit ke The Amboja 9 Menit ke Green Terrace TMII 14 Menit ke Tamini Square 14 Menit ke Mall Cijantung 18 Menit ke Lippo Plaza Kramat Jati 18 Menit ke Pasar Jaya Cijantung 16 Menit ke Pasar Munjul 19 Menit ke Pasar Pondok Gede 5 Menit ke Rumah Sakit Adhyaksa Jakarta 6 Menit ke RSUD Cipayung 13 Menit ke RUMAH SAKIT ASSHOMADIYAH 15 Menit ke Rumah Sakit UIN Syarif Hidayatullah Jakarta 2 Menit ke Puskesmas Kelurahan Ceger 7 Menit ke Puskesmas Kecamatan Cipayung 6 Menit ke Puskesmas Setu 6 Menit ke PUSKESMAS KELURAHAN BAMBU APUS 1 5 Menit ke GT Tol Bambu Apus 1 5 Menit ke GT Tol Bambu Apus 2 27 Menit ke Gerbang Tol Utama Pasar Rebo 6 Menit ke GT Tol Setu 11 Menit ke Gerbang Tol Dukuh 2 11 Menit ke Terminal Kampung Rambutan 50 Rumah Premier Siap Huni Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Sekolah Dekat Fasilitas Kesehatan Dekat Tempat Wisata Rp 4,98 Miliar Rp 24 Jutaan (Tenor 20 Tahun) Rp 31 Jutaan (Tenor 15 Tahun) Rumah Luas 11 Menit ke Terminal Kampung Rambutan Hadap Selatan J40459 Cibubur, Jakarta Timur Perumahan The Bamboo Cipayung Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transp... 4 + 1 3 LT: 322 m² LB: 150 m² oleh Timo Hartono",0,1,1
"Perumahan Villa Nusa Indah 2 Cluster Anggrek Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi. SHM LT 84 LT 84 1 Lantai 2 Kamar Tidur 1 Kamar Mandi Listrik 1300 VA Sumber Air PDAM Fasilitas Sekitar Hunian: 6 Menit ke SD Islam Al-Kautsar Bojong Kulur 15 Menit ke SDN 02 Jatimekar 15 Menit ke SDN 04 Jatiluhur 20 Menit ke SMPN 39 Bekasi 25 Menit ke SMAN 11 Bekasi 10 Menit ke Pasar Tradisional Pocong 20 Menit ke Pasar Bambu 25 Menit ke Pasar Cileungsi 25 Menit ke Mall Ciputra Cibubur 25 Menit ke Mall Metropolitan Cibubur 20 Menit ke RS MH Thamrin Cileungsi 25 Menit ke RS Dr. Sismadi 25 Menit ke RS Hermina Mekarsari 25 Menit ke RSUD Jatisampurna Kota Bekasi 25 Menit ke UPTD Puskesmas Jatiranggon 25 Menit ke Gerbang Tol Jatiwarna 2 25 Menit ke Terminal Cileungsi 30 Menit ke Gerbang Tol Cimanggis 4 30 Menit ke Stasiun LRT Harjamukti 30 Menit ke Halte Busway Cibubur Junction 32 Rumah Premier Siap Huni Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Sekolah Dekat Fasilitas Kesehatan Rp 1 Miliar Rp 4 Jutaan (Tenor 20 Tahun) Rp 6 Jutaan (Tenor 15 Tahun) Rumah Asri Akses Dekat Mall Metropolitan Cibubur LT 84 Siap Huni J44256 Cibubur, Jakarta Timur Perumahan Villa Nusa Indah 2 Cluster Anggrek Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, d... 2 1 LT: 84 m² LB: 84 m² oleh Yolanda",0,1,1
"Jalan Mawar Merah II No.54A Duren Sawit - Kota Jakarta Timur Menerima Cash Bisa Dibantu KPR Gudang siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi. SHM LT 620 LB 450 2 Lantai Listrik 33000 VA Sumber Air PDAM Fasilitas Sekitar Hunian: 2 Menit ke Sekolah Dasar Negeri Malaka Jaya 09 Pagi 2 Menit ke SDN MALAKA JAYA 01 3 Menit ke SD Muhammadiyah 08 Plus 3 Menit ke Sekolah Dasar Negeri Malaka Jaya 07 Pagi 3 Menit ke Sekolah Dasar Kriten Oikoumene 2 Menit ke SMP Nuris Jakarta 3 Menit ke SMP Corpatarin 3 Menit ke SMPN 139 5 Menit ke SMPN 213 JAKARTA 5 Menit ke SMPN 199 JAKARTA TIMUR 2 Menit ke SMA Negeri 103 Jakarta Timur 4 Menit ke SMA Prima Nusantara 3 Menit ke SMA Swasta Corpatarin Utama 6 Menit ke SMA BPS&K I JAKARTA 5 Menit ke SMA Negeri 44 JAKARTA TIMUR 7 Menit ke Pondok Kelapa Town Square 8 Menit ke Buaran Plaza 12 Menit ke GRAND KOTA BINTANG BEKASI 4 Menit ke Pasar Perumnas Klender 3 Menit ke RS Islam Jakarta Pondok Kopi 1 Menit ke RS Islam Pondok Kopi Gerbang Barat 3 Menit ke Puskesmas Kelurahan Malaka Jaya 4 Menit ke Puskesmas Kelurahan Pondok Kopi II 7 Menit ke Puskesmas Pondok Kopi 1 7 Menit ke Puskesmas Kelurahan Malaka Sari 6 Menit ke Puskesmas Pondok Kelapa 6 Menit ke Gerbang Tol Bintara 8 Menit ke Gerbang Tol Pulo Gebang 13 Menit ke Gerbang Tol Kalimalang 1 12 Menit ke Gerbang Tol Pondok Kelapa 2 4 Menit ke Terminal Bus Klender 78 Rumah Premier Siap Huni Dekat Akses Transportasi Dekat Sekolah Dekat Fasilitas Kesehatan Dekat Landmark Rp 14,5 Miliar Rp 71 Jutaan (Tenor 20 Tahun) Rp 91 Jutaan (Tenor 15 Tahun) Rumah LT 620 SHM 10 Mnt ke Gerbang Tol Pulo Gebang Siap Huni J-45706 Duren Sawit, Jakarta Timur Jalan Mawar Merah II No.54A Duren Sawit - Kota Jakarta Timur Menerima Cash Bisa Dibantu KPR Gudang siap huni lokasi strategis, dekat dengan fas... LT: 620 m² LB: 450 m² oleh Timo Hartono",0,1,1
"Perumahan Kavling DKI Blok G1-7 Cipayung - Kota Jakarta Timur Menerima Cash Bisa Dibantu KPR Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi. SHM LT 135 LT 100 2 Lantai 3 Kamar Tidur 3 Kamar Mandi Listrik 3500 VA Sumber Air Tanah Hadap Timur Fasilitas Sekitar Hunian: 6 menit ke SMA Negeri 71 Jakarta 8 menit ke Sekolah Menengah Pertama Negeri 135 Jakarta Timur5 9 menit ke SMA Negeri 81 Jakarta 10 menit ke SD Negeri Malaka Jaya 05 Pagi 15 menit ke Sekolah Dasar 7 Duren Sawit 15 menit ke Sekolah Dasar Martha 9 menit ke Pondok Kelapa Town Square 10 menit ke Pasar Kodam 10 menit ke Pasar Perumnas Klender 10 menit ke Buaran Plaza 15 menit ke Pasar Bulak 15 menit ke Mall Cipinang Indah 5 menit ke RSIA Sayyidah 6 menit ke puskesmas pondok bambu 6 menit ke Puskesmas Kecamatan Duren Sawit 6 menit ke Puskesmas Kelurahan Duren Sawit 7 menit ke RS Harum Sisma Medika 9 menit ke RS Duren Sawit 8 menit ke Gerbang Tol Pondok Kelapa 2 10 menit ke Stasiun Buaran 10 menit ke Stasiun Klender Baru 10 menit ke Terminal bus klender 15 menit ke Gerbang Tol Jatiwaringin 1 15 menit ke Gerbang Tol Pondok Gede Barat 1 15 menit ke Stasiun Klender 10 Rumah Premier Siap Huni Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Sekolah Dekat Fasilitas Kesehatan Dekat Landmark Rp 2,44 Miliar Rp 11 Jutaan (Tenor 20 Tahun) Rp 15 Jutaan (Tenor 15 Tahun) Rumah LT 135 Hadap Timur 15 Mnt ke Cibubur Junction Dibantu KPR J-15905 Cibubur, Jakarta Timur Perumahan Kavling DKI Blok G1-7 Cipayung - Kota Jakarta Timur Menerima Cash Bisa Dibantu KPR Rumah siap huni lokasi strategis, dekat dengan fas... 3 3 LT: 135 m² LB: 100 m² oleh Octa Alana",0,1,1
